age,region,activity,heart_rate,steps,calories,step_range,calories_range,sleep_hours,weight_kg,fitness_level
52,East,Walking,71,7735,284,5k-8k,250-400,5.74,58.6,moderately_fit
38,North,Cycling,94,12158,677,11k-14k,550-700,8.28,68.1,fit
24,South,Running,104,13488,569,11k-14k,550-700,7.77,65.8,moderately_fit
29,East,Gym,81,14627,692,>14k,550-700,7.85,67.9,fit
52,North,Gym,76,5454,254,5k-8k,250-400,6.52,69.8,unfit
23,East,Cycling,81,12510,699,11k-14k,550-700,7.05,83.5,fit
44,West,Sports,84,11245,669,11k-14k,550-700,7.08,75.6,moderately_fit
41,North,Cycling,90,11100,581,11k-14k,550-700,6.74,76.7,moderately_fit
21,East,Sports,84,15628,726,>14k,>700,6.52,68.0,fit
24,East,Gym,79,6243,218,5k-8k,<250,5.78,63.4,unfit
52,South,Sports,116,10449,619,8k-11k,550-700,6.42,82.3,moderately_fit
32,East,Walking,81,11192,328,11k-14k,250-400,6.32,73.8,moderately_fit
51,North,Gym,91,9795,384,8k-11k,250-400,5.37,88.5,moderately_fit
60,East,Walking,83,4438,174,<5k,<250,7.64,91.4,unfit
64,North,Cycling,80,6319,226,5k-8k,<250,8.61,81.9,unfit
31,East,Gym,69,10427,472,8k-11k,400-550,6.31,74.8,moderately_fit
23,South,Walking,94,6754,219,5k-8k,<250,7.41,67.1,unfit
60,North,Gym,84,6842,314,5k-8k,250-400,6.4,91.4,unfit
34,South,Walking,68,5659,220,5k-8k,<250,5.38,82.6,unfit
20,North,Gym,75,15051,541,>14k,400-550,7.81,76.0,moderately_fit
27,North,Running,95,15139,849,>14k,>700,8.68,70.3,fit
27,North,Gym,88,9531,387,8k-11k,250-400,6.82,75.9,moderately_fit
19,East,Gym,75,5852,189,5k-8k,<250,7.74,76.8,unfit
53,West,Walking,66,4482,163,<5k,<250,3.52,69.5,unfit
27,West,Gym,84,9247,379,8k-11k,250-400,6.14,73.2,moderately_fit
55,West,Gym,77,7383,291,5k-8k,250-400,7.58,68.5,moderately_fit
46,East,Cycling,85,13912,681,11k-14k,550-700,8.36,71.8,fit
24,North,Running,80,14771,586,>14k,550-700,7.39,76.1,moderately_fit
37,East,Gym,90,11329,366,11k-14k,250-400,6.57,85.4,moderately_fit
18,East,Running,105,15537,859,>14k,>700,7.81,66.0,fit
24,North,Running,103,16983,652,>14k,550-700,7.47,57.9,fit
30,East,Gym,87,5030,237,5k-8k,<250,6.41,72.5,unfit
24,South,Gym,78,6458,287,5k-8k,250-400,5.29,72.3,unfit
34,West,Gym,84,11242,565,11k-14k,550-700,6.54,64.9,moderately_fit
55,East,Walking,80,9019,371,8k-11k,250-400,6.87,72.3,moderately_fit
75,West,Walking,71,1547,100,<5k,<250,6.34,80.4,unfit
27,North,Walking,80,7544,230,5k-8k,<250,8.02,81.0,moderately_fit
29,North,Running,111,9401,606,8k-11k,550-700,8.14,59.7,moderately_fit
31,West,Cycling,82,9299,460,8k-11k,400-550,5.97,70.9,moderately_fit
60,North,Sports,112,4607,266,<5k,250-400,6.47,92.3,unfit
31,South,Cycling,87,10663,517,8k-11k,400-550,5.23,66.4,moderately_fit
25,East,Running,106,13746,748,11k-14k,>700,6.62,76.5,fit
32,West,Gym,84,8575,401,8k-11k,400-550,5.12,72.8,moderately_fit
70,North,Walking,85,4641,166,<5k,<250,7.35,86.4,unfit
22,North,Running,104,16504,774,>14k,>700,7.15,71.0,fit
24,South,Running,104,19543,992,>14k,>700,9.08,74.6,fit
44,South,Cycling,94,6898,310,5k-8k,250-400,5.7,84.4,unfit
54,North,Cycling,85,7018,259,5k-8k,250-400,6.08,83.6,moderately_fit
20,West,Gym,88,10190,443,8k-11k,400-550,6.88,77.2,moderately_fit
31,East,Gym,85,8463,404,8k-11k,400-550,6.2,80.9,moderately_fit
60,West,Gym,87,6408,275,5k-8k,250-400,6.25,75.8,unfit
51,North,Gym,66,4518,194,<5k,<250,6.24,66.2,unfit
34,East,Gym,81,7794,229,5k-8k,<250,7.29,91.3,moderately_fit
30,West,Running,99,12462,540,11k-14k,400-550,7.17,76.0,moderately_fit
47,South,Gym,74,8613,444,8k-11k,400-550,6.66,87.3,moderately_fit
29,North,Running,104,11177,541,11k-14k,400-550,5.76,51.2,moderately_fit
19,West,Gym,87,12164,422,11k-14k,400-550,6.28,87.0,moderately_fit
29,South,Running,96,10105,493,8k-11k,400-550,5.78,66.2,moderately_fit
61,East,Cycling,80,12445,643,11k-14k,550-700,7.46,80.8,fit
57,North,Sports,88,7575,374,5k-8k,250-400,8.43,73.5,moderately_fit
25,East,Sports,110,15999,641,>14k,550-700,6.74,55.0,fit
18,West,Running,102,12750,724,11k-14k,>700,4.65,72.3,fit
25,South,Running,96,16791,896,>14k,>700,6.42,87.2,fit
65,North,Gym,92,5954,238,5k-8k,<250,6.32,75.0,unfit
31,North,Walking,73,7467,306,5k-8k,250-400,7.12,67.7,moderately_fit
62,North,Walking,80,6857,238,5k-8k,<250,5.9,92.6,unfit
30,South,Walking,67,6692,271,5k-8k,250-400,8.1,74.5,unfit
58,East,Running,99,5290,285,5k-8k,250-400,4.88,70.1,unfit
49,North,Running,110,9992,483,8k-11k,400-550,5.74,70.2,moderately_fit
30,North,Walking,66,6348,169,5k-8k,<250,7.39,68.9,unfit
51,South,Running,83,16885,838,>14k,>700,7.54,84.2,fit
33,South,Cycling,79,10681,468,8k-11k,400-550,8.06,55.5,moderately_fit
63,South,Cycling,92,8826,436,8k-11k,400-550,7.22,78.2,moderately_fit
55,East,Gym,83,7244,349,5k-8k,250-400,7.95,78.5,moderately_fit
25,West,Gym,89,10078,482,8k-11k,400-550,7.84,76.7,moderately_fit
38,North,Walking,130,4457,116,<5k,<250,6.03,77.9,unfit
56,South,Cycling,92,7242,410,5k-8k,400-550,7.08,74.5,moderately_fit
47,South,Gym,75,9722,446,8k-11k,400-550,5.26,64.3,moderately_fit
47,North,Running,101,11430,632,11k-14k,550-700,7.94,80.6,moderately_fit
24,South,Running,104,14096,773,>14k,>700,6.53,81.7,fit
32,East,Sports,83,11736,594,11k-14k,550-700,7.88,66.6,moderately_fit
54,North,Gym,92,9320,418,8k-11k,400-550,7.29,69.3,moderately_fit
37,North,Running,107,11177,652,11k-14k,550-700,7.16,72.6,moderately_fit
44,East,Gym,99,8516,333,8k-11k,250-400,8.03,80.9,moderately_fit
67,East,Sports,96,3370,118,<5k,<250,6.97,79.0,unfit
29,South,Running,102,9064,503,8k-11k,400-550,8.38,82.9,moderately_fit
26,East,Walking,72,7075,188,5k-8k,<250,5.91,76.2,moderately_fit
18,West,Running,92,11684,719,11k-14k,>700,8.5,71.7,moderately_fit
44,North,Gym,71,10724,561,8k-11k,550-700,7.86,56.9,moderately_fit
55,North,Walking,92,3890,116,<5k,<250,5.61,87.9,unfit
27,North,Running,114,13716,830,11k-14k,>700,7.49,48.0,fit
36,East,Cycling,120,12566,652,11k-14k,550-700,4.44,52.9,fit
53,South,Gym,79,8899,407,8k-11k,400-550,6.74,71.1,moderately_fit
46,West,Cycling,90,8398,450,8k-11k,400-550,5.87,86.4,moderately_fit
25,East,Running,108,13130,797,11k-14k,>700,7.43,72.5,fit
24,South,Running,82,15824,816,>14k,>700,8.87,68.4,fit
28,North,Gym,72,11350,567,11k-14k,550-700,10.2,72.0,moderately_fit
25,South,Gym,77,13275,546,11k-14k,400-550,7.77,83.1,moderately_fit
53,North,Walking,83,7743,265,5k-8k,250-400,6.87,56.2,moderately_fit
31,West,Gym,70,10846,501,8k-11k,400-550,6.56,73.0,moderately_fit
45,South,Sports,95,11516,545,11k-14k,400-550,5.71,67.5,moderately_fit
20,North,Cycling,84,12142,625,11k-14k,550-700,6.4,65.0,fit
57,South,Walking,65,5178,184,5k-8k,<250,5.85,88.5,unfit
67,North,Gym,96,7979,314,5k-8k,250-400,8.0,69.9,moderately_fit
24,South,Sports,99,11888,474,11k-14k,400-550,4.46,63.6,moderately_fit
64,North,Walking,68,6939,207,5k-8k,<250,6.54,81.0,unfit
25,South,Running,97,16467,613,>14k,550-700,7.75,64.1,fit
28,South,Walking,66,8407,333,8k-11k,250-400,8.01,84.7,moderately_fit
45,South,Cycling,92,8284,483,8k-11k,400-550,6.21,81.4,moderately_fit
65,East,Sports,99,8705,391,8k-11k,250-400,6.92,74.0,moderately_fit
52,North,Cycling,92,11989,573,11k-14k,550-700,7.71,90.6,moderately_fit
25,South,Running,95,9179,464,8k-11k,400-550,6.52,79.8,moderately_fit
59,South,Gym,88,7741,383,5k-8k,250-400,6.94,88.9,moderately_fit
60,South,Gym,94,9092,391,8k-11k,250-400,6.51,70.1,moderately_fit
65,West,Walking,83,6362,188,5k-8k,<250,5.7,88.7,unfit
60,North,Walking,82,9898,341,8k-11k,250-400,7.87,66.8,moderately_fit
25,East,Sports,88,8363,507,8k-11k,400-550,8.41,77.3,moderately_fit
25,South,Gym,83,6574,346,5k-8k,250-400,7.68,59.0,unfit
20,South,Gym,90,10322,466,8k-11k,400-550,6.71,58.4,moderately_fit
31,East,Running,113,16495,769,>14k,>700,7.71,71.1,fit
56,North,Sports,104,9850,448,8k-11k,400-550,7.71,76.2,moderately_fit
47,East,Cycling,76,12974,544,11k-14k,400-550,8.98,76.1,moderately_fit
71,North,Gym,87,5023,205,5k-8k,<250,4.67,83.9,unfit
37,South,Running,107,12281,607,11k-14k,550-700,6.13,75.2,fit
32,East,Cycling,111,12786,751,11k-14k,>700,7.03,85.2,fit
63,North,Running,95,9438,485,8k-11k,400-550,7.49,76.7,moderately_fit
21,East,Sports,86,15082,615,>14k,550-700,5.99,68.6,fit
56,North,Gym,86,9203,402,8k-11k,400-550,7.17,65.6,moderately_fit
33,East,Running,91,12250,696,11k-14k,550-700,6.06,71.3,fit
27,South,Cycling,80,12028,583,11k-14k,550-700,4.34,59.5,moderately_fit
62,East,Cycling,89,7284,344,5k-8k,250-400,6.35,71.4,moderately_fit
31,West,Gym,77,6902,319,5k-8k,250-400,7.68,65.7,unfit
23,South,Gym,93,8688,355,8k-11k,250-400,7.01,71.4,moderately_fit
27,North,Sports,85,11771,713,11k-14k,>700,5.31,80.1,moderately_fit
31,West,Running,110,14035,439,>14k,400-550,7.58,63.0,moderately_fit
40,North,Running,92,12473,625,11k-14k,550-700,8.89,90.9,fit
32,East,Gym,70,4679,238,<5k,<250,7.6,78.0,unfit
32,West,Running,107,16572,841,>14k,>700,8.43,64.7,fit
36,East,Cycling,86,6304,296,5k-8k,250-400,7.44,85.6,unfit
31,North,Running,77,14266,753,>14k,>700,7.89,70.6,fit
35,North,Gym,80,7014,334,5k-8k,250-400,6.26,71.4,moderately_fit
20,North,Gym,90,10231,497,8k-11k,400-550,6.72,63.2,moderately_fit
52,South,Sports,96,9492,547,8k-11k,400-550,6.08,81.7,moderately_fit
23,North,Cycling,95,12469,585,11k-14k,550-700,7.16,62.4,moderately_fit
32,East,Cycling,92,12181,446,11k-14k,400-550,6.35,63.6,moderately_fit
54,South,Running,102,14513,893,>14k,>700,5.59,59.4,fit
56,West,Gym,90,9399,425,8k-11k,400-550,6.6,87.5,moderately_fit
60,East,Cycling,97,8743,485,8k-11k,400-550,6.34,74.0,moderately_fit
22,West,Cycling,76,14038,756,>14k,>700,6.58,88.2,fit
58,North,Cycling,93,7527,306,5k-8k,250-400,8.22,83.3,moderately_fit
45,South,Gym,83,12402,581,11k-14k,550-700,7.13,84.2,moderately_fit
24,North,Running,110,12616,546,11k-14k,400-550,7.12,81.4,moderately_fit
40,North,Cycling,88,9065,408,8k-11k,400-550,8.04,76.0,moderately_fit
54,South,Walking,74,2446,100,<5k,<250,6.28,81.9,unfit
35,East,Running,105,11296,600,11k-14k,550-700,8.1,84.4,moderately_fit
28,North,Running,103,13198,697,11k-14k,550-700,7.44,77.3,fit
37,North,Running,94,12283,570,11k-14k,550-700,7.17,66.6,moderately_fit
71,North,Cycling,87,11967,368,11k-14k,250-400,6.92,74.9,moderately_fit
28,East,Gym,83,10795,458,8k-11k,400-550,7.01,73.8,moderately_fit
63,West,Cycling,84,10747,464,8k-11k,400-550,8.23,67.2,moderately_fit
30,North,Gym,67,9200,365,8k-11k,250-400,6.57,68.2,moderately_fit
28,South,Sports,94,10380,647,8k-11k,550-700,7.15,68.0,moderately_fit
29,West,Gym,80,14713,510,>14k,400-550,7.16,59.5,moderately_fit
45,North,Cycling,93,9587,501,8k-11k,400-550,7.61,78.3,moderately_fit
36,East,Running,107,15133,944,>14k,>700,6.31,82.4,fit
29,North,Gym,89,6897,289,5k-8k,250-400,7.2,76.3,unfit
33,South,Running,99,9988,384,8k-11k,250-400,7.01,53.5,moderately_fit
40,South,Sports,97,14832,766,>14k,>700,6.7,66.1,fit
54,East,Walking,75,6945,303,5k-8k,250-400,7.77,87.0,unfit
24,North,Gym,89,9043,314,8k-11k,250-400,5.46,77.3,moderately_fit
54,North,Gym,69,7128,289,5k-8k,250-400,7.52,86.5,moderately_fit
42,North,Gym,93,5812,215,5k-8k,<250,6.11,68.9,unfit
29,South,Sports,130,10644,521,8k-11k,400-550,6.16,71.2,moderately_fit
26,West,Gym,83,10530,468,8k-11k,400-550,6.79,87.4,moderately_fit
20,East,Running,79,14936,738,>14k,>700,8.92,60.9,fit
51,North,Walking,79,7745,283,5k-8k,250-400,6.56,75.6,moderately_fit
41,West,Gym,90,1614,100,<5k,<250,7.88,76.6,unfit
29,North,Gym,85,9702,420,8k-11k,400-550,5.79,68.8,moderately_fit
53,South,Gym,80,9616,505,8k-11k,400-550,7.04,73.6,moderately_fit
53,East,Gym,83,2151,100,<5k,<250,6.98,103.3,unfit
62,North,Walking,72,3585,141,<5k,<250,4.31,81.1,unfit
63,North,Cycling,97,4784,312,<5k,250-400,7.95,85.0,unfit
38,North,Running,98,16889,836,>14k,>700,6.42,89.3,fit
47,East,Gym,72,8246,360,8k-11k,250-400,8.12,67.1,moderately_fit
27,South,Gym,78,9752,402,8k-11k,400-550,6.02,66.1,moderately_fit
26,South,Gym,71,12302,529,11k-14k,400-550,8.13,56.4,moderately_fit
38,East,Gym,81,8389,394,8k-11k,250-400,7.5,69.1,moderately_fit
54,East,Gym,73,5975,276,5k-8k,250-400,9.06,76.8,unfit
32,East,Sports,95,12214,524,11k-14k,400-550,7.97,73.7,moderately_fit
28,South,Sports,87,13208,644,11k-14k,550-700,7.13,74.7,fit
52,North,Cycling,90,6452,298,5k-8k,250-400,8.53,75.8,unfit
33,North,Gym,69,12916,608,11k-14k,550-700,6.73,77.9,fit
49,East,Gym,96,3200,121,<5k,<250,5.51,80.2,unfit
23,East,Sports,88,13382,647,11k-14k,550-700,6.44,62.5,fit
20,West,Running,99,19821,870,>14k,>700,6.96,77.4,fit
39,North,Gym,81,8902,346,8k-11k,250-400,7.78,86.5,moderately_fit
72,North,Walking,70,1010,100,<5k,<250,6.43,94.1,unfit
36,North,Running,107,17659,749,>14k,>700,7.71,75.3,fit
34,North,Cycling,87,9516,512,8k-11k,400-550,7.35,82.9,moderately_fit
52,South,Cycling,91,11232,545,11k-14k,400-550,7.63,92.1,moderately_fit
26,West,Gym,73,10513,426,8k-11k,400-550,6.53,79.1,moderately_fit
29,South,Gym,75,9226,477,8k-11k,400-550,6.16,68.5,moderately_fit
64,South,Gym,87,1786,100,<5k,<250,6.89,85.5,unfit
55,East,Walking,62,6840,179,5k-8k,<250,7.16,80.4,unfit
31,North,Running,88,15914,813,>14k,>700,7.14,85.3,fit
57,East,Running,108,6297,333,5k-8k,250-400,6.85,82.3,unfit
23,East,Gym,69,13853,466,11k-14k,400-550,6.97,72.1,moderately_fit
41,North,Cycling,95,9194,420,8k-11k,400-550,6.71,84.7,moderately_fit
56,East,Walking,64,9606,345,8k-11k,250-400,7.13,83.5,moderately_fit
19,South,Running,92,16901,893,>14k,>700,7.13,86.9,fit
36,North,Cycling,82,10619,501,8k-11k,400-550,8.07,75.5,moderately_fit
40,North,Gym,69,8795,454,8k-11k,400-550,7.25,92.3,moderately_fit
34,South,Cycling,101,13182,626,11k-14k,550-700,6.55,78.8,fit
32,North,Gym,88,12886,543,11k-14k,400-550,6.17,78.2,moderately_fit
46,North,Gym,82,5703,235,5k-8k,<250,5.4,69.7,unfit
31,South,Gym,76,7636,319,5k-8k,250-400,7.22,62.4,moderately_fit
25,South,Gym,86,13678,565,11k-14k,550-700,6.7,88.6,moderately_fit
33,East,Cycling,82,8594,355,8k-11k,250-400,6.92,71.3,moderately_fit
23,West,Gym,68,9722,437,8k-11k,400-550,6.42,81.1,moderately_fit
57,East,Running,98,9038,450,8k-11k,400-550,7.22,64.5,moderately_fit
18,South,Sports,80,14848,619,>14k,550-700,6.07,68.4,fit
55,East,Walking,66,1099,100,<5k,<250,7.31,88.5,unfit
32,East,Walking,69,8722,405,8k-11k,400-550,6.33,82.3,moderately_fit
42,North,Walking,71,9040,305,8k-11k,250-400,5.76,79.1,moderately_fit
62,North,Walking,82,6968,213,5k-8k,<250,7.04,73.5,unfit
28,East,Gym,120,7254,336,5k-8k,250-400,6.63,75.0,moderately_fit
49,East,Cycling,95,1000,100,<5k,<250,4.69,72.9,unfit
27,West,Gym,88,7706,299,5k-8k,250-400,9.2,72.6,moderately_fit
24,South,Running,45,16355,890,>14k,>700,7.95,67.5,fit
25,West,Walking,79,7577,303,5k-8k,250-400,7.68,45.0,moderately_fit
49,North,Gym,71,10130,294,8k-11k,250-400,6.16,63.7,moderately_fit
27,South,Gym,82,8846,359,8k-11k,250-400,7.55,78.8,moderately_fit
18,West,Gym,80,9320,397,8k-11k,250-400,6.62,70.1,moderately_fit
30,North,Gym,80,13200,568,11k-14k,550-700,7.45,83.5,moderately_fit
57,North,Gym,82,5673,276,5k-8k,250-400,6.54,67.2,unfit
20,South,Running,98,16739,685,>14k,550-700,8.68,83.5,fit
23,East,Gym,82,11626,496,11k-14k,400-550,7.25,76.7,moderately_fit
28,North,Cycling,80,17128,906,>14k,>700,7.15,56.2,fit
20,South,Gym,79,14005,479,>14k,400-550,7.06,73.5,moderately_fit
25,North,Gym,87,10905,360,8k-11k,250-400,6.57,77.0,moderately_fit
64,South,Cycling,45,10094,375,8k-11k,250-400,6.72,78.6,moderately_fit
30,West,Sports,97,15114,586,>14k,550-700,8.8,91.6,moderately_fit
33,North,Cycling,79,9196,386,8k-11k,250-400,5.91,71.4,moderately_fit
31,North,Gym,82,13536,593,11k-14k,550-700,8.06,56.5,moderately_fit
54,South,Sports,91,9802,414,8k-11k,400-550,6.27,82.3,moderately_fit
18,South,Running,102,17045,858,>14k,>700,6.68,65.0,fit
27,North,Running,92,15184,744,>14k,>700,7.82,72.6,fit
22,South,Sports,83,10760,450,8k-11k,400-550,6.72,68.4,moderately_fit
52,West,Cycling,80,8327,360,8k-11k,250-400,7.2,84.5,moderately_fit
46,North,Cycling,91,7766,350,5k-8k,250-400,6.45,63.1,moderately_fit
30,North,Cycling,95,11588,590,11k-14k,550-700,7.75,82.3,moderately_fit
72,South,Walking,66,2056,100,<5k,<250,5.39,84.6,unfit
18,South,Running,110,12033,683,11k-14k,550-700,7.58,77.3,fit
50,North,Walking,83,5406,199,5k-8k,<250,7.88,52.2,unfit
26,South,Sports,93,11912,667,11k-14k,550-700,8.73,87.3,moderately_fit
31,West,Running,97,18067,844,>14k,>700,8.72,61.0,fit
44,North,Cycling,50,12407,610,11k-14k,550-700,5.77,85.5,fit
19,East,Running,97,14548,684,>14k,550-700,7.67,56.3,fit
48,North,Cycling,82,14136,663,>14k,550-700,8.39,70.6,fit
53,South,Walking,53,6804,260,5k-8k,250-400,7.17,80.7,unfit
26,South,Running,95,16222,812,>14k,>700,5.65,67.7,fit
47,South,Cycling,104,4952,252,<5k,250-400,5.91,74.8,unfit
23,South,Gym,74,7312,349,5k-8k,250-400,7.22,55.1,moderately_fit
24,North,Gym,110,12219,585,11k-14k,550-700,7.59,82.3,moderately_fit
22,East,Running,103,16564,1087,>14k,>700,7.87,71.3,fit
54,South,Walking,120,9670,447,8k-11k,400-550,6.47,92.8,moderately_fit
23,North,Gym,80,13960,895,11k-14k,>700,6.58,84.6,fit
56,West,Walking,69,4911,173,<5k,<250,5.47,69.3,unfit
30,North,Gym,81,12077,493,11k-14k,400-550,7.18,73.4,moderately_fit
45,East,Cycling,70,7383,411,5k-8k,400-550,9.52,80.4,moderately_fit
52,South,Sports,101,6083,342,5k-8k,250-400,8.65,78.4,unfit
27,South,Cycling,92,12077,591,11k-14k,550-700,7.7,66.8,moderately_fit
30,North,Walking,60,8890,306,8k-11k,250-400,7.54,72.5,moderately_fit
58,North,Cycling,96,9636,420,8k-11k,400-550,8.49,68.3,moderately_fit
26,North,Running,112,17068,962,>14k,>700,8.23,77.6,fit
50,East,Cycling,89,7985,424,5k-8k,400-550,7.91,81.5,moderately_fit
30,East,Running,100,16856,991,>14k,>700,7.96,59.0,fit
38,East,Walking,79,5893,225,5k-8k,<250,5.48,98.4,unfit
60,West,Running,103,17966,777,>14k,>700,8.55,81.1,fit
31,West,Running,45,16268,963,>14k,>700,8.3,66.4,fit
18,South,Cycling,82,15943,858,>14k,>700,6.38,63.6,fit
25,East,Cycling,82,8328,409,8k-11k,400-550,6.24,85.8,moderately_fit
62,North,Walking,91,4811,197,<5k,<250,5.91,62.3,unfit
52,East,Cycling,82,9065,428,8k-11k,400-550,8.52,79.4,moderately_fit
33,East,Running,106,10014,601,8k-11k,550-700,6.87,87.3,moderately_fit
48,North,Gym,89,12036,606,11k-14k,550-700,6.55,59.1,fit
59,South,Gym,74,7408,381,5k-8k,250-400,7.54,70.4,moderately_fit
60,West,Walking,71,2740,100,<5k,<250,6.21,78.3,unfit
18,North,Walking,71,7006,283,5k-8k,250-400,5.81,72.7,moderately_fit
32,South,Gym,95,6258,252,5k-8k,250-400,4.78,80.4,unfit
56,North,Walking,77,7463,279,5k-8k,250-400,7.81,71.7,moderately_fit
27,South,Walking,50,8734,355,8k-11k,250-400,6.17,71.5,moderately_fit
57,North,Cycling,84,10499,414,8k-11k,400-550,8.3,100.3,moderately_fit
27,North,Gym,77,11851,569,11k-14k,550-700,6.59,76.7,moderately_fit
23,North,Running,108,21091,1202,>14k,>700,5.67,54.2,fit
26,West,Running,110,19643,995,>14k,>700,7.19,65.3,fit
26,South,Gym,67,8346,398,8k-11k,250-400,5.04,50.0,moderately_fit
26,South,Sports,77,17630,754,>14k,>700,5.89,74.4,fit
26,South,Running,104,13599,776,11k-14k,>700,6.81,62.8,fit
24,North,Cycling,92,11782,611,11k-14k,550-700,6.86,58.0,moderately_fit
24,West,Running,115,14613,582,>14k,550-700,7.36,57.7,moderately_fit
55,East,Cycling,87,10701,434,8k-11k,400-550,8.43,95.1,moderately_fit
67,South,Sports,94,4086,204,<5k,<250,6.76,84.3,unfit
26,South,Gym,98,9528,414,8k-11k,400-550,5.48,60.2,moderately_fit
49,East,Running,113,12786,763,11k-14k,>700,8.83,71.8,fit
60,North,Gym,71,2987,145,<5k,<250,7.74,82.8,unfit
26,North,Sports,85,8048,339,8k-11k,250-400,5.86,66.7,moderately_fit
32,South,Gym,79,7002,353,5k-8k,250-400,7.6,77.3,moderately_fit
56,West,Running,102,8978,517,8k-11k,400-550,7.0,76.9,moderately_fit
61,North,Walking,72,5792,293,5k-8k,250-400,5.73,84.7,unfit
51,South,Sports,96,9807,408,8k-11k,400-550,7.25,77.9,moderately_fit
51,North,Gym,82,10735,403,8k-11k,400-550,6.99,72.4,moderately_fit
62,North,Cycling,92,7530,376,5k-8k,250-400,7.25,81.9,moderately_fit
22,South,Cycling,81,10776,475,8k-11k,400-550,7.01,63.1,moderately_fit
49,North,Running,101,14911,823,>14k,>700,6.13,73.0,fit
32,West,Cycling,89,6123,302,5k-8k,250-400,7.24,74.1,unfit
22,South,Running,97,19920,1270,>14k,>700,6.58,68.0,fit
49,North,Running,96,7332,332,5k-8k,250-400,6.34,85.5,moderately_fit
23,South,Running,109,17562,814,>14k,>700,6.67,82.4,fit
33,East,Gym,86,11110,489,11k-14k,400-550,6.02,60.0,moderately_fit
53,North,Walking,79,9263,320,8k-11k,250-400,5.75,82.0,moderately_fit
27,South,Sports,81,10433,607,8k-11k,550-700,6.36,78.0,moderately_fit
58,East,Walking,70,5950,251,5k-8k,250-400,4.4,97.3,unfit
20,North,Cycling,89,8960,437,8k-11k,400-550,7.41,92.3,moderately_fit
48,West,Walking,74,6277,247,5k-8k,<250,6.0,77.8,unfit
55,North,Gym,87,7277,278,5k-8k,250-400,6.99,77.8,moderately_fit
22,North,Gym,84,13617,450,11k-14k,400-550,7.23,70.5,moderately_fit
26,South,Running,90,15812,708,>14k,>700,7.43,66.4,fit
59,North,Walking,84,5745,191,5k-8k,<250,6.81,83.0,unfit
35,East,Cycling,98,10522,588,8k-11k,550-700,7.12,60.3,moderately_fit
27,South,Running,95,12722,738,11k-14k,>700,7.5,78.6,fit
61,North,Cycling,85,7962,291,5k-8k,250-400,5.74,79.9,moderately_fit
27,West,Running,115,14346,784,>14k,>700,7.22,83.6,fit
69,East,Sports,101,13427,667,11k-14k,550-700,7.1,73.7,fit
25,South,Cycling,97,12444,610,11k-14k,550-700,6.87,66.9,fit
55,South,Walking,66,3955,153,<5k,<250,6.47,94.3,unfit
50,North,Walking,67,11509,435,11k-14k,400-550,5.31,51.2,moderately_fit
26,East,Walking,70,9642,377,8k-11k,250-400,6.26,89.3,moderately_fit
23,East,Gym,86,12096,614,11k-14k,550-700,6.95,53.7,fit
62,North,Gym,83,6526,301,5k-8k,250-400,8.19,92.5,unfit
66,South,Sports,50,10833,697,8k-11k,550-700,7.13,77.4,moderately_fit
24,South,Running,108,15312,951,>14k,>700,6.53,67.7,fit
38,North,Cycling,96,7001,320,5k-8k,250-400,5.3,88.1,moderately_fit
31,East,Gym,78,10267,370,8k-11k,250-400,6.81,79.1,moderately_fit
23,North,Gym,92,6529,231,5k-8k,<250,7.29,92.3,unfit
31,North,Cycling,76,11705,538,11k-14k,400-550,7.12,104.0,moderately_fit
26,North,Gym,90,10444,466,8k-11k,400-550,7.8,61.9,moderately_fit
18,South,Cycling,84,9719,404,8k-11k,400-550,6.06,74.0,moderately_fit
24,North,Gym,110,9893,486,8k-11k,400-550,6.12,71.0,moderately_fit
35,West,Sports,82,13012,512,11k-14k,400-550,9.03,73.5,moderately_fit
55,East,Cycling,100,7758,292,5k-8k,250-400,7.19,69.8,moderately_fit
58,North,Gym,93,8476,318,8k-11k,250-400,6.59,56.5,moderately_fit
56,East,Cycling,87,12140,582,11k-14k,550-700,6.86,75.8,moderately_fit
23,East,Gym,100,11772,447,11k-14k,400-550,6.38,75.8,moderately_fit
29,North,Gym,82,8491,420,8k-11k,400-550,7.78,65.7,moderately_fit
62,North,Walking,80,8559,337,8k-11k,250-400,5.7,92.4,moderately_fit
20,North,Gym,80,11748,490,11k-14k,400-550,6.76,83.2,moderately_fit
